itemCoding	libaoType	what	money	bindrmb	unbindrmb	tili	tarothp	items	tarots	items_60	tarots_60	ratemoney	ratebindrmb	rateunbindrmb	ratetili	ratetarothp	rateitems	ratetarots	rateitems_60	ratetarots_60
28381	8	至尊回归礼包	100000000	5000				[(28032,1),(26450,50),(28377,3)]		[(28032,1),(26450,50),(28377,3)]										
28388	8	页游节折扣礼包	880000		100	100														
28389	8	微信精英礼包		100				[(26344,10),(26026,1)]		[(26344,10),(26026,1)]										
28390	8	微信高级礼包		100				[(25600,20),(25837,10),(26026,1)]		[(25600,20),(25837,10),(26026,1)]										
28391	9	六月礼包															[(1,27106,1),(3999,26119,1),(2500,26344,2),(2500,26144,2),(1000,26298,2)]		[(1,27106,1),(3999,26119,1),(2500,26344,2),(2500,26144,2),(1000,26298,2)]	
28392	8	时装大礼包						[(26676,1),(27570,5)]		[(26676,1),(27570,5)]										
28396	9	三级宠物之灵															[(1000,26173,1),(1000,26174,1),(1000,26175,1),(1000,26176,1),(1000,26177,1),(1000,26178,1)]		[(1000,26173,1),(1000,26174,1),(1000,26175,1),(1000,26176,1),(1000,26177,1),(1000,26178,1)]	
28397	9	三级魔灵															[(1000,34012,1),(1000,34013,1),(1000,34014,1),(1000,34015,1),(1000,34016,1),(1000,34017,1)]		[(1000,34012,1),(1000,34013,1),(1000,34014,1),(1000,34015,1),(1000,34016,1),(1000,34017,1)]	
28404	8	闪耀公测礼包		100				[(25600,20),(25837,10),(26924,5),(26026,1)]		[(25600,20),(25837,10),(26924,5),(26026,1)]										
28405	8	热血公测礼包		100				[(26344,20),(26144,10),(26925,5),(26227,1)]		[(26344,20),(26144,10),(26925,5),(26227,1)]										
28406	8	王者公测礼包		200				[(27566,10),(26447,3),(26042,1),(27662,1)]		[(27566,10),(26447,3),(26042,1),(27662,1)]										
28407	8	屠龙公测礼包		200				[(25600,30),(26144,20),(26933,10),(26934,5)]		[(25600,30),(26144,20),(26933,10),(26934,5)]										
28424	9	雕纹幸运礼包															[(1,27107,1),(1499,28034,1),(2500,26044,1),(3500,26144,3),(2500,26267,1)]		[(1,27107,1),(1499,28034,1),(2500,26044,1),(3500,26144,3),(2500,26267,1)]	
28425	8	英雄好漢禮包	5000000	150				[(27579,3),(27518,2),(27621,1),(26450,10)]		[(27579,3),(27518,2),(27621,1),(26450,10)]										
28431	8	公测微博礼包		100				[(25600,10),(26144,10),(26925,3),(26044,1)]		[(25600,10),(26144,10),(26925,3),(26044,1)]										
28432	8	龙骑士传管家特权公测礼包						[(25600,10),(25837,10),(26924,3)]		[(25600,10),(25837,10),(26924,3)]										
28441	8	公测折扣礼包	880000		100	100														
28447	10	双属性红魂礼包																[(1000,51,1),(1000,52,1),(1000,53,1),(1000,54,1),(1000,55,1),(1000,56,1),(1000,57,1),(1000,58,1),(1000,59,1),(1000,60,1)]		[(1000,51,1),(1000,52,1),(1000,53,1),(1000,54,1),(1000,55,1),(1000,56,1),(1000,57,1),(1000,58,1),(1000,59,1),(1000,60,1)]
28457	8	黄金利刃回馈礼包						[(26227,1),(26450,3)]		[(26227,1),(26450,3)]										
28458	8	黄金铠甲回馈礼包						[(26026,1),(26450,4)]		[(26026,1),(26450,4)]										
28459	8	黄金头盔回馈礼包						[(26450,5)]		[(26450,5)]										
28474	9	五级精英宝石礼盒															[(1000,25761,1),(1000,25762,1),(1000,25763,1),(1000,25764,1)]		[(1000,25761,1),(1000,25762,1),(1000,25763,1),(1000,25764,1)]	
28475	9	六级精英宝石礼盒															[(1000,25770,1),(1000,25771,1),(1000,25772,1),(1000,25773,1)]		[(1000,25770,1),(1000,25771,1),(1000,25772,1),(1000,25773,1)]	
28476	9	七级精英宝石礼盒															[(1000,25779,1),(1000,25780,1),(1000,25781,1),(1000,25782,1)]		[(1000,25779,1),(1000,25780,1),(1000,25781,1),(1000,25782,1)]	
28492	8	8888神石大礼			8888															
28493	8	小学礼包		100				[(35606,1),(25600,10),(26144,10),(26925,5)]		[(35606,1),(25600,10),(26144,10),(26925,5)]										
28494	8	中学礼包		200				[(35612,1),(26344,20),(25837,20),(26924,5)]		[(35612,1),(26344,20),(25837,20),(26924,5)]										
28495	8	大学礼包		500				[(35617,1),(25600,50),(26447,5),(26042,1),(26223,1)]		[(35617,1),(25600,50),(26447,5),(26042,1),(26223,1)]										
28510	9	雕纹幸运礼包															[(1,27105,1),(4999,28035,1),(5000,27566,3)]		[(1,27105,1),(4999,28035,1),(5000,27566,3)]	
28522	9	玛瑙礼包															[(1,27105,1),(2000,28526,1),(3500,26450,1),(3499,26344,3),(1000,28034,1)]		[(1,27105,1),(2000,28526,1),(3500,26450,1),(3499,26344,3),(1000,28034,1)]	
28523	8	装备洗炼礼包						[(27587,5),(27588,5)]		[(27587,5),(27588,5)]										
28524	8	雕纹大礼包						[(28035,1),(26298,1)]		[(28035,1),(26298,1)]										
28525	9	兑换助力礼包															[(5000,28526,1),(2500,26450,1),(1500,26344,3),(1000,28033,1)]		[(5000,28526,1),(2500,26450,1),(1500,26344,3),(1000,28033,1)]	
28531	8	每日必做礼包						[(27517,1),(27368,1),(27373,1)]		[(27517,1),(27368,1),(27373,1)]										
28532	7	格挡黄魂礼包							[(38,1)]		[(38,1)]									
28533	7	物防黄魂礼包							[(33,1)]		[(33,1)]									
28534	7	法防黄魂礼包							[(34,1)]		[(34,1)]									
28535	7	生命黄魂礼包							[(30,1)]		[(30,1)]									
28536	8	坐骑培养特惠礼包			200			[(25600,20)]		[(25600,20)]										
28537	8	坐骑进化特惠礼包			500			[(27566,5)]		[(27566,5)]										
28538	8	宝石特惠礼包			100			[(27518,4),(26035,1)]		[(27518,4),(26035,1)]										
28539	8	许愿特惠礼包			200			[(26450,30)]		[(26450,30)]										
28540	8	符文特惠礼包			100			[(27621,4)]		[(27621,4)]										
28541	8	羽翼培养特惠礼包			200			[(25837,10)]		[(25837,10)]										
28542	8	羽翼进阶特惠礼包			500			[(27167,5)]		[(27167,5)]										
28543	8	姻缘石特惠礼包			200			[(26344,20)]		[(26344,20)]										
28544	8	星灵特惠礼包			300			[(26933,10),(26934,20)]		[(26933,10),(26934,20)]										
28545	8	普通黄钻礼包						[(27566,2),(27518,1),(26450,1)]		[(27566,2),(27518,1),(26450,1)]										
28546	8	精致黄钻礼包						[(27709,1),(28031,1),(26450,3)]		[(27709,1),(28031,1),(26450,3)]										
28547	8	激情七月礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
28548	8	贵族优惠大礼包（1）	180000	18	9			[(25681, 10), (25600, 10), (25637, 30)]		[(25681, 10), (25600, 10), (25637, 30)]										
28549	8	贵族优惠大礼包（2）	980000	98	49			[(25681, 20), (25600, 20), (25638, 98)]		[(25681, 20), (25600, 20), (25638, 98)]										
28550	8	贵族优惠大礼包（3）	1980000	198	99			[(25600, 20), (25656, 1), (25640, 66)]		[(25600, 20), (25656, 1), (25640, 66)]										
28551	8	贵族优惠大礼包（4）	3980000	398	199			[(25656, 1), (25747, 3), (25641, 80)]		[(25656, 1), (25747, 3), (25641, 80)]										
28552	8	贵族优惠大礼包（5）	5980000	598	299			[(25657, 2), (25749, 3), (25642, 60)]		[(25657, 2), (25749, 3), (25642, 60)]										
28553	8	贵族优惠大礼包（6）	9980000	998	499			[(25657, 2), (25748, 3), (25642, 100)]		[(25657, 2), (25748, 3), (25642, 100)]										
28554	8	贵族优惠大礼包（7）	14980000	1498	749			[(25658, 3), (25894, 3), (25643, 75)]		[(25658, 3), (25894, 3), (25643, 75)]										
28555	8	贵族优惠大礼包（8）	19980000	1998	999			[(25658, 3), (25895, 3), (25643, 100)]		[(25658, 3), (25895, 3), (25643, 100)]										
28556	8	贵族优惠大礼包（9）	24980000	2498	1249			[(25659, 4), (25896, 3), (25644, 60)]		[(25659, 4), (25896, 3), (25644, 60)]										
28557	8	贵族优惠大礼包（10）	29980000	2998	1499			[(25659, 4), (25897, 3), (25644, 75)]		[(25659, 4), (25897, 3), (25644, 75)]										
28562	8	宠物培养特惠礼包			200			[(26144,10)]		[(26144,10)]										
28569	8	龙脉进化特惠礼包			200			[(27042,20)]		[(27042,20)]										
28570	8	占卜特惠礼包			500			[(26042,5)]		[(26042,5)]										
28589	1	128888金币	128888																	
28590	1	158888金币	158888																	
28591	1	188888金币	188888																	
28592	1	238888金币	238888																	
28593	1	258888金币	258888																	
28596	8	空间暑期礼包		100				[(25739,1),(25656,1),(25657,1)]		[(25739,1),(25656,1),(25657,1)]										
28598	9	翡翠礼包															[(1,27105,1),(2000,28597,1),(3500,26450,1),(3499,26344,4),(1000,28034,1)]		[(1,27105,1),(2000,28597,1),(3500,26450,1),(3499,26344,4),(1000,28034,1)]	
28599	9	兑换助力礼包															[(5000,28597,1),(4000,26450,4),(500,26676,3),(500,26042,1)]		[(5000,28597,1),(4000,26450,4),(500,26676,3),(500,26042,1)]	
28600	8	恶魔之翼礼包						[(37007,1),(25837,20),(27167,10)]		[(37007,1),(25837,20),(27167,10)]										
28601	8	天使之翼礼包						[(37003,1),(25837,20),(27167,10)]		[(37003,1),(25837,20),(27167,10)]										
28602	8	天赋卡礼包						[(27492,1),(26341,500)]		[(27492,1),(26341,500)]										
28603	8	神造石礼包						[(27939,5),(26298,10)]		[(27939,5),(26298,10)]										
28620	8	波兰封测礼包	200000	300				[(25600,20),(25656,1),(26033,2)]		[(25600,20),(25656,1),(26033,2)]										
28621	8	跨服王者No.1礼包	20000000	1500				[(28681,10)]		[(28681,10)]										
28622	8	跨服王者No.2礼包	19000000	1200				[(28681,8)]		[(28681,8)]										
28623	8	跨服王者No.3礼包	18000000	1000				[(28681,5)]		[(28681,5)]										
28624	8	跨服战神礼包	16000000	900				[(28682,10)]		[(28682,10)]										
28625	8	跨服勇者礼包	14000000	800				[(28682,8)]		[(28682,8)]										
28626	8	跨服荣誉礼包	12000000	700				[(28682,5)]		[(28682,5)]										
28627	8	跨服无双礼包	10000000	600				[(28240,10)]		[(28240,10)]										
28628	8	跨服参与礼包（一）	8000000	500				[(28240,8)]		[(28240,8)]										
28629	8	跨服参与礼包（二）	6000000	400				[(28240,5)]		[(28240,5)]										
28630	8	跨服参与礼包（三）	4000000	300				[(28240,5)]		[(28240,5)]										
28631	8	跨服参与礼包（四）	2000000	200				[(28240,5)]		[(28240,5)]										
28632	8	顶级黄钻礼包						[(27028,1),(27710,2),(26450,12)]		[(27028,1),(27710,2),(26450,12)]										
28633	9	二阶古龙精华宝箱（一）															[(1000,27192,5),(1000,27192,6),(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10)]		[(1000,27192,5),(1000,27192,6),(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10)]	
28634	9	二阶古龙精华宝箱（二）															[(1000,27192,6),(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12)]		[(1000,27192,6),(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12)]	
28635	9	二阶古龙精华宝箱（三）															[(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14)]		[(1000,27192,7),(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14)]	
28636	9	二阶古龙精华宝箱（四）															[(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16)]		[(1000,27192,8),(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16)]	
28637	9	二阶古龙精华宝箱（五）															[(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16),(1000,27192,17),(1000,27192,18)]		[(1000,27192,9),(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16),(1000,27192,17),(1000,27192,18)]	
28638	9	二阶古龙精华宝箱（六）															[(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16),(1000,27192,17),(1000,27192,18),(1000,27192,19),(1000,27192,20)]		[(1000,27192,10),(1000,27192,11),(1000,27192,12),(1000,27192,13),(1000,27192,14),(1000,27192,15),(1000,27192,16),(1000,27192,17),(1000,27192,18),(1000,27192,19),(1000,27192,20)]	
28642	9	白羊碎片礼包															[(100,26309,1),(100,26309,2),(100,26309,3),(100,26309,4),(100,26309,5)]		[(100,26309,1),(100,26309,2),(100,26309,3),(100,26309,4),(100,26309,5)]	
28643	9	白羊灵玉礼包															[(100,26327,1),(100,26327,2),(100,26327,3),(100,26327,4),(100,26327,5)]		[(100,26327,1),(100,26327,2),(100,26327,3),(100,26327,4),(100,26327,5)]	
28644	9	战阵升星礼包															[(100,28571,1),(100,28563,1)]		[(100,28571,1),(100,28563,1)]	
28645	9	战阵突破礼包															[(100,28572,1),(100,28564,1)]		[(100,28572,1),(100,28564,1)]	
28646	9	幸运礼包															[(100,28353,1),(100,28376,1)]		[(100,28353,1),(100,28376,1)]	
28647	9	培养助力礼包															[(1000,26144,2),(600,26144,5),(200,26144,10),(1000,25837,2),(600,25837,5),(200,25837,10)]		[(1000,26144,2),(600,26144,5),(200,26144,10),(1000,25837,2),(600,25837,5),(200,25837,10)]	
28648	9	镶嵌助力礼包															[(100,27518,1),(100,27621,1),(100,28035,1)]		[(100,27518,1),(100,27621,1),(100,28035,1)]	
28649	9	星灵助力礼包															[(100,26450,1),(100,26677,1),(100,26933,1),(100,26934,1)]		[(100,26450,1),(100,26677,1),(100,26933,1),(100,26934,1)]	
28650	9	神龙助力礼包															[(100,26925,1),(100,26924,1),(100,27041,1),(100,27042,1)]		[(100,26925,1),(100,26924,1),(100,27041,1),(100,27042,1)]	
28651	9	羽翼助力礼包															[(400,27709,1),(100,26676,1),(200,27167,1)]		[(400,27709,1),(100,26676,1),(200,27167,1)]	
28652	9	八级攻击宝石															[(100,25784,1),(100,25785,1)]		[(100,25784,1),(100,25785,1)]	
28653	9	婚戒精炼礼包															[(100,26343,1),(100,26342,1)]		[(100,26343,1),(100,26342,1)]	
28654	9	神龙进阶礼包															[(100,26925,1),(100,26924,1)]		[(100,26925,1),(100,26924,1)]	
28655	9	装备附魔石礼包															[(1000,26479,2),(600,26479,5),(200,26479,10)]		[(1000,26479,2),(600,26479,5),(200,26479,10)]	
28656	9	婚戒助力礼包															[(100,26343,1),(100,26342,1),(100,26344,1)]		[(100,26343,1),(100,26342,1),(100,26344,1)]	
28657	10	红色攻击命魂礼包																[(100,40,1),(100,41,1)]		[(100,40,1),(100,41,1)]
28658	9	坐骑助力礼包															[(2000,25600,5),(600,25600,20),(200,25600,10),(600,27566,1),(200,27566,2)]		[(2000,25600,5),(600,25600,20),(200,25600,10),(600,27566,1),(200,27566,2)]	
28659	9	羽翼培养礼包															[(1000,25837,2),(600,25837,5),(200,25837,10)]		[(1000,25837,2),(600,25837,5),(200,25837,10)]	
28660	9	宠物培养礼包															[(1000,26144,2),(600,26144,5),(200,26144,10)]		[(1000,26144,2),(600,26144,5),(200,26144,10)]	
28661	9	星灵进阶礼包															[(100,26933,1),(100,26934,1)]		[(100,26933,1),(100,26934,1)]	
28662	9	镶嵌进阶礼包															[(100,27518,1),(100,27621,1)]		[(100,27518,1),(100,27621,1)]	
28663	9	天赋卡进阶礼包															[(100,26341,100),(100,26221,50)]		[(100,26341,100),(100,26221,50)]	
28664	8	免暴+破挡命魂礼包							[(58,1)]		[(58,1)]									
28667	8	七夕情缘礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
28681	9	三级晶石礼包															[(1000,27736,1),(1000,27737,1),(1000,27738,1),(1000,27739,1),(1000,27740,1),(1000,27741,1),(1000,27742,1),(1000,27743,1)]		[(1000,27736,1),(1000,27737,1),(1000,27738,1),(1000,27739,1),(1000,27740,1),(1000,27741,1),(1000,27742,1),(1000,27743,1)]	
28682	9	二级晶石礼包															[(1000,27728,1),(1000,27729,1),(1000,27730,1),(1000,27731,1),(1000,27732,1),(1000,27733,1),(1000,27734,1),(1000,27735,1)]		[(1000,27728,1),(1000,27729,1),(1000,27730,1),(1000,27731,1),(1000,27732,1),(1000,27733,1),(1000,27734,1),(1000,27735,1)]	
28683	9	英雄淬炼石宝箱															[(1000,28680,2),(1000,28680,3),(1000,28680,4),(1000,28680,5)]		[(1000,28680,2),(1000,28680,3),(1000,28680,4),(1000,28680,5)]	
28687	8	奖励神石			1															
28691	8	精致黄钻礼包						[(27709,1),(27520,1),(26450,3)]		[(27709,1),(27520,1),(26450,3)]										
28692	8	顶级黄钻礼包						[(27028,1),(27109,1),(26341,200)]		[(27028,1),(27109,1),(26341,200)]										
28693	8	在线欢乐礼包（一）						[(37011,1)]		[(37011,1)]										
28694	8	在线欢乐礼包（二）						[(26923,1)]		[(26923,1)]										
28695	8	在线欢乐礼包（三）						[(26929,1)]		[(26929,1)]										
28696	8	在线欢乐礼包（四）						[(27565,1)]		[(27565,1)]										
28697	8	在线欢乐礼包（五）	5000000	500				[(26228,3),(26224,3)]		[(26228,3),(26224,3)]										
28698	8	封印大礼包						[(25831,5),(25970,5),(26043,5)]		[(25831,5),(25970,5),(26043,5)]										
28703	8	开服特惠礼包1		500	500			[(25656,1),(25600,25)]		[(25656,1),(25600,25)]										
28704	8	开服特惠礼包2		100				[(25600,20)]		[(25600,20)]										
28708	8	金九助力礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
28723	8	免暴+格挡命魂礼包							[(57,1)]		[(57,1)]									
28724	8	初级黄钻大礼						[(28727,1),(27518,1),(26450,1)]		[(28727,1),(27518,1),(26450,1)]										
28725	8	中级黄钻大礼						[(28728,1),(27519,1),(26450,3)]		[(28728,1),(27519,1),(26450,3)]										
28726	8	高级黄钻大礼						[(28729,1),(26341,500),(27028,1)]		[(28729,1),(26341,500),(27028,1)]										
28727	9	金牛座初级礼包															[(1000,26310,5),(800,26310,10)]		[(1000,26310,5),(800,26310,10)]	
28728	9	金牛座中级礼包															[(1000,26310,20),(200,26328,5)]		[(1000,26310,20),(200,26328,5)]	
28729	9	金牛座高级礼包															[(800,26310,100),(200,26328,20)]		[(800,26310,100),(200,26328,20)]	
28730	8	超值回馈大礼1	950000		95			[(25600,20),(26033,1),(25681,10),(25637,10)]		[(25600,20),(26033,1),(25681,10),(25637,10)]										
28731	8	超值回馈大礼2	3950000		395			[(26344,20),(26342,20),(26343,10),(25681,20)]		[(26344,20),(26342,20),(26343,10),(25681,20)]										
28732	8	超值回馈大礼3	7950000		795			[(25748,1),(26042,1),(26925,4),(25682,20)]		[(25748,1),(26042,1),(26925,4),(25682,20)]										
28733	8	超值回馈大礼4	12950000		1295			[(25756,1),(26608,1),(26924,4),(25682,40)]		[(25756,1),(26608,1),(26924,4),(25682,40)]										
28734	8	超值回馈大礼5	17950000		1795			[(27622,1),(27709,1),(27566,5),(25683,40)]		[(27622,1),(27709,1),(27566,5),(25683,40)]										
28735	8	超值回馈大礼6	24950000		2495			[(27520,1),(26676,3),(25837,10),(25683,80)]		[(27520,1),(26676,3),(25837,10),(25683,80)]										
28736	8	超值回馈大礼7	49950000		4995			[(27624,1),(28253,1),(26144,10),(25684,80)]		[(27624,1),(28253,1),(26144,10),(25684,80)]										
28737	8	超值回馈大礼8	99950000		9995			[(27618,1),(27492,1),(26677,10),(25684,160)]		[(27618,1),(27492,1),(26677,10),(25684,160)]										
28738	8	超值回馈大礼9	149950000		14995			[(27625,1),(28254,1),(26298,5),(25685,160)]		[(27625,1),(28254,1),(26298,5),(25685,160)]										
28739	8	超值回馈大礼10	249950000		24995			[(27619,1),(27493,1),(28031,1),(25685,320)]		[(27619,1),(27493,1),(28031,1),(25685,320)]										
28740	9	进阶礼包															[(2500,27566,2),(2500,27167,2),(2500,26925,2),(2450,26924,2),(50,27492,1)]		[(2500,27566,2),(2500,27167,2),(2500,26925,2),(2450,26924,2),(50,27492,1)]	
