rank	level	rewardItem
20	162	[(27481,2),(27066,60),(27904,30)]
1	163	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	163	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	163	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	163	[(27481,3),(27066,80),(27904,40)]
5	163	[(27481,3),(27066,80),(27904,40)]
6	163	[(27481,3),(27066,80),(27904,40)]
7	163	[(27481,3),(27066,80),(27904,40)]
8	163	[(27481,3),(27066,80),(27904,40)]
9	163	[(27481,3),(27066,80),(27904,40)]
10	163	[(27481,3),(27066,80),(27904,40)]
11	163	[(27481,2),(27066,60),(27904,30)]
12	163	[(27481,2),(27066,60),(27904,30)]
13	163	[(27481,2),(27066,60),(27904,30)]
14	163	[(27481,2),(27066,60),(27904,30)]
15	163	[(27481,2),(27066,60),(27904,30)]
16	163	[(27481,2),(27066,60),(27904,30)]
17	163	[(27481,2),(27066,60),(27904,30)]
18	163	[(27481,2),(27066,60),(27904,30)]
19	163	[(27481,2),(27066,60),(27904,30)]
20	163	[(27481,2),(27066,60),(27904,30)]
1	164	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	164	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	164	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	164	[(27481,3),(27066,80),(27904,40)]
5	164	[(27481,3),(27066,80),(27904,40)]
6	164	[(27481,3),(27066,80),(27904,40)]
7	164	[(27481,3),(27066,80),(27904,40)]
8	164	[(27481,3),(27066,80),(27904,40)]
9	164	[(27481,3),(27066,80),(27904,40)]
10	164	[(27481,3),(27066,80),(27904,40)]
11	164	[(27481,2),(27066,60),(27904,30)]
12	164	[(27481,2),(27066,60),(27904,30)]
13	164	[(27481,2),(27066,60),(27904,30)]
14	164	[(27481,2),(27066,60),(27904,30)]
15	164	[(27481,2),(27066,60),(27904,30)]
16	164	[(27481,2),(27066,60),(27904,30)]
17	164	[(27481,2),(27066,60),(27904,30)]
18	164	[(27481,2),(27066,60),(27904,30)]
19	164	[(27481,2),(27066,60),(27904,30)]
20	164	[(27481,2),(27066,60),(27904,30)]
1	165	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	165	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	165	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	165	[(27481,3),(27066,80),(27904,40)]
5	165	[(27481,3),(27066,80),(27904,40)]
6	165	[(27481,3),(27066,80),(27904,40)]
7	165	[(27481,3),(27066,80),(27904,40)]
8	165	[(27481,3),(27066,80),(27904,40)]
9	165	[(27481,3),(27066,80),(27904,40)]
10	165	[(27481,3),(27066,80),(27904,40)]
11	165	[(27481,2),(27066,60),(27904,30)]
12	165	[(27481,2),(27066,60),(27904,30)]
13	165	[(27481,2),(27066,60),(27904,30)]
14	165	[(27481,2),(27066,60),(27904,30)]
15	165	[(27481,2),(27066,60),(27904,30)]
16	165	[(27481,2),(27066,60),(27904,30)]
17	165	[(27481,2),(27066,60),(27904,30)]
18	165	[(27481,2),(27066,60),(27904,30)]
19	165	[(27481,2),(27066,60),(27904,30)]
20	165	[(27481,2),(27066,60),(27904,30)]
1	166	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	166	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	166	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	166	[(27481,3),(27066,80),(27904,40)]
5	166	[(27481,3),(27066,80),(27904,40)]
6	166	[(27481,3),(27066,80),(27904,40)]
7	166	[(27481,3),(27066,80),(27904,40)]
8	166	[(27481,3),(27066,80),(27904,40)]
9	166	[(27481,3),(27066,80),(27904,40)]
10	166	[(27481,3),(27066,80),(27904,40)]
11	166	[(27481,2),(27066,60),(27904,30)]
12	166	[(27481,2),(27066,60),(27904,30)]
13	166	[(27481,2),(27066,60),(27904,30)]
14	166	[(27481,2),(27066,60),(27904,30)]
15	166	[(27481,2),(27066,60),(27904,30)]
16	166	[(27481,2),(27066,60),(27904,30)]
17	166	[(27481,2),(27066,60),(27904,30)]
18	166	[(27481,2),(27066,60),(27904,30)]
19	166	[(27481,2),(27066,60),(27904,30)]
20	166	[(27481,2),(27066,60),(27904,30)]
1	167	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	167	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	167	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	167	[(27481,3),(27066,80),(27904,40)]
5	167	[(27481,3),(27066,80),(27904,40)]
6	167	[(27481,3),(27066,80),(27904,40)]
7	167	[(27481,3),(27066,80),(27904,40)]
8	167	[(27481,3),(27066,80),(27904,40)]
9	167	[(27481,3),(27066,80),(27904,40)]
10	167	[(27481,3),(27066,80),(27904,40)]
11	167	[(27481,2),(27066,60),(27904,30)]
12	167	[(27481,2),(27066,60),(27904,30)]
13	167	[(27481,2),(27066,60),(27904,30)]
14	167	[(27481,2),(27066,60),(27904,30)]
15	167	[(27481,2),(27066,60),(27904,30)]
16	167	[(27481,2),(27066,60),(27904,30)]
17	167	[(27481,2),(27066,60),(27904,30)]
18	167	[(27481,2),(27066,60),(27904,30)]
19	167	[(27481,2),(27066,60),(27904,30)]
20	167	[(27481,2),(27066,60),(27904,30)]
1	168	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	168	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	168	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	168	[(27481,3),(27066,80),(27904,40)]
5	168	[(27481,3),(27066,80),(27904,40)]
6	168	[(27481,3),(27066,80),(27904,40)]
7	168	[(27481,3),(27066,80),(27904,40)]
8	168	[(27481,3),(27066,80),(27904,40)]
9	168	[(27481,3),(27066,80),(27904,40)]
10	168	[(27481,3),(27066,80),(27904,40)]
11	168	[(27481,2),(27066,60),(27904,30)]
12	168	[(27481,2),(27066,60),(27904,30)]
13	168	[(27481,2),(27066,60),(27904,30)]
14	168	[(27481,2),(27066,60),(27904,30)]
15	168	[(27481,2),(27066,60),(27904,30)]
16	168	[(27481,2),(27066,60),(27904,30)]
17	168	[(27481,2),(27066,60),(27904,30)]
18	168	[(27481,2),(27066,60),(27904,30)]
19	168	[(27481,2),(27066,60),(27904,30)]
20	168	[(27481,2),(27066,60),(27904,30)]
1	169	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	169	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	169	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	169	[(27481,3),(27066,80),(27904,40)]
5	169	[(27481,3),(27066,80),(27904,40)]
6	169	[(27481,3),(27066,80),(27904,40)]
7	169	[(27481,3),(27066,80),(27904,40)]
8	169	[(27481,3),(27066,80),(27904,40)]
9	169	[(27481,3),(27066,80),(27904,40)]
10	169	[(27481,3),(27066,80),(27904,40)]
11	169	[(27481,2),(27066,60),(27904,30)]
12	169	[(27481,2),(27066,60),(27904,30)]
13	169	[(27481,2),(27066,60),(27904,30)]
14	169	[(27481,2),(27066,60),(27904,30)]
15	169	[(27481,2),(27066,60),(27904,30)]
16	169	[(27481,2),(27066,60),(27904,30)]
17	169	[(27481,2),(27066,60),(27904,30)]
18	169	[(27481,2),(27066,60),(27904,30)]
19	169	[(27481,2),(27066,60),(27904,30)]
20	169	[(27481,2),(27066,60),(27904,30)]
1	170	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	170	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	170	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	170	[(27481,3),(27066,80),(27904,40)]
5	170	[(27481,3),(27066,80),(27904,40)]
6	170	[(27481,3),(27066,80),(27904,40)]
7	170	[(27481,3),(27066,80),(27904,40)]
8	170	[(27481,3),(27066,80),(27904,40)]
9	170	[(27481,3),(27066,80),(27904,40)]
10	170	[(27481,3),(27066,80),(27904,40)]
11	170	[(27481,2),(27066,60),(27904,30)]
12	170	[(27481,2),(27066,60),(27904,30)]
13	170	[(27481,2),(27066,60),(27904,30)]
14	170	[(27481,2),(27066,60),(27904,30)]
15	170	[(27481,2),(27066,60),(27904,30)]
16	170	[(27481,2),(27066,60),(27904,30)]
17	170	[(27481,2),(27066,60),(27904,30)]
18	170	[(27481,2),(27066,60),(27904,30)]
19	170	[(27481,2),(27066,60),(27904,30)]
20	170	[(27481,2),(27066,60),(27904,30)]
1	171	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	171	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	171	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	171	[(27481,3),(27066,80),(27904,40)]
5	171	[(27481,3),(27066,80),(27904,40)]
6	171	[(27481,3),(27066,80),(27904,40)]
7	171	[(27481,3),(27066,80),(27904,40)]
8	171	[(27481,3),(27066,80),(27904,40)]
9	171	[(27481,3),(27066,80),(27904,40)]
10	171	[(27481,3),(27066,80),(27904,40)]
11	171	[(27481,2),(27066,60),(27904,30)]
12	171	[(27481,2),(27066,60),(27904,30)]
13	171	[(27481,2),(27066,60),(27904,30)]
14	171	[(27481,2),(27066,60),(27904,30)]
15	171	[(27481,2),(27066,60),(27904,30)]
16	171	[(27481,2),(27066,60),(27904,30)]
17	171	[(27481,2),(27066,60),(27904,30)]
18	171	[(27481,2),(27066,60),(27904,30)]
19	171	[(27481,2),(27066,60),(27904,30)]
20	171	[(27481,2),(27066,60),(27904,30)]
1	172	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	172	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	172	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	172	[(27481,3),(27066,80),(27904,40)]
5	172	[(27481,3),(27066,80),(27904,40)]
6	172	[(27481,3),(27066,80),(27904,40)]
7	172	[(27481,3),(27066,80),(27904,40)]
8	172	[(27481,3),(27066,80),(27904,40)]
9	172	[(27481,3),(27066,80),(27904,40)]
10	172	[(27481,3),(27066,80),(27904,40)]
11	172	[(27481,2),(27066,60),(27904,30)]
12	172	[(27481,2),(27066,60),(27904,30)]
13	172	[(27481,2),(27066,60),(27904,30)]
14	172	[(27481,2),(27066,60),(27904,30)]
15	172	[(27481,2),(27066,60),(27904,30)]
16	172	[(27481,2),(27066,60),(27904,30)]
17	172	[(27481,2),(27066,60),(27904,30)]
18	172	[(27481,2),(27066,60),(27904,30)]
19	172	[(27481,2),(27066,60),(27904,30)]
20	172	[(27481,2),(27066,60),(27904,30)]
1	173	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	173	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	173	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	173	[(27481,3),(27066,80),(27904,40)]
5	173	[(27481,3),(27066,80),(27904,40)]
6	173	[(27481,3),(27066,80),(27904,40)]
7	173	[(27481,3),(27066,80),(27904,40)]
8	173	[(27481,3),(27066,80),(27904,40)]
9	173	[(27481,3),(27066,80),(27904,40)]
10	173	[(27481,3),(27066,80),(27904,40)]
11	173	[(27481,2),(27066,60),(27904,30)]
12	173	[(27481,2),(27066,60),(27904,30)]
13	173	[(27481,2),(27066,60),(27904,30)]
14	173	[(27481,2),(27066,60),(27904,30)]
15	173	[(27481,2),(27066,60),(27904,30)]
16	173	[(27481,2),(27066,60),(27904,30)]
17	173	[(27481,2),(27066,60),(27904,30)]
18	173	[(27481,2),(27066,60),(27904,30)]
19	173	[(27481,2),(27066,60),(27904,30)]
20	173	[(27481,2),(27066,60),(27904,30)]
1	174	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	174	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	174	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	174	[(27481,3),(27066,80),(27904,40)]
5	174	[(27481,3),(27066,80),(27904,40)]
6	174	[(27481,3),(27066,80),(27904,40)]
7	174	[(27481,3),(27066,80),(27904,40)]
8	174	[(27481,3),(27066,80),(27904,40)]
9	174	[(27481,3),(27066,80),(27904,40)]
10	174	[(27481,3),(27066,80),(27904,40)]
11	174	[(27481,2),(27066,60),(27904,30)]
12	174	[(27481,2),(27066,60),(27904,30)]
13	174	[(27481,2),(27066,60),(27904,30)]
14	174	[(27481,2),(27066,60),(27904,30)]
15	174	[(27481,2),(27066,60),(27904,30)]
16	174	[(27481,2),(27066,60),(27904,30)]
17	174	[(27481,2),(27066,60),(27904,30)]
18	174	[(27481,2),(27066,60),(27904,30)]
19	174	[(27481,2),(27066,60),(27904,30)]
20	174	[(27481,2),(27066,60),(27904,30)]
1	175	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	175	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	175	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	175	[(27481,3),(27066,80),(27904,40)]
5	175	[(27481,3),(27066,80),(27904,40)]
6	175	[(27481,3),(27066,80),(27904,40)]
7	175	[(27481,3),(27066,80),(27904,40)]
8	175	[(27481,3),(27066,80),(27904,40)]
9	175	[(27481,3),(27066,80),(27904,40)]
10	175	[(27481,3),(27066,80),(27904,40)]
11	175	[(27481,2),(27066,60),(27904,30)]
12	175	[(27481,2),(27066,60),(27904,30)]
13	175	[(27481,2),(27066,60),(27904,30)]
14	175	[(27481,2),(27066,60),(27904,30)]
15	175	[(27481,2),(27066,60),(27904,30)]
16	175	[(27481,2),(27066,60),(27904,30)]
17	175	[(27481,2),(27066,60),(27904,30)]
18	175	[(27481,2),(27066,60),(27904,30)]
19	175	[(27481,2),(27066,60),(27904,30)]
20	175	[(27481,2),(27066,60),(27904,30)]
1	176	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	176	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	176	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	176	[(27481,3),(27066,80),(27904,40)]
5	176	[(27481,3),(27066,80),(27904,40)]
6	176	[(27481,3),(27066,80),(27904,40)]
7	176	[(27481,3),(27066,80),(27904,40)]
8	176	[(27481,3),(27066,80),(27904,40)]
9	176	[(27481,3),(27066,80),(27904,40)]
10	176	[(27481,3),(27066,80),(27904,40)]
11	176	[(27481,2),(27066,60),(27904,30)]
12	176	[(27481,2),(27066,60),(27904,30)]
13	176	[(27481,2),(27066,60),(27904,30)]
14	176	[(27481,2),(27066,60),(27904,30)]
15	176	[(27481,2),(27066,60),(27904,30)]
16	176	[(27481,2),(27066,60),(27904,30)]
17	176	[(27481,2),(27066,60),(27904,30)]
18	176	[(27481,2),(27066,60),(27904,30)]
19	176	[(27481,2),(27066,60),(27904,30)]
20	176	[(27481,2),(27066,60),(27904,30)]
1	177	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	177	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	177	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	177	[(27481,3),(27066,80),(27904,40)]
5	177	[(27481,3),(27066,80),(27904,40)]
6	177	[(27481,3),(27066,80),(27904,40)]
7	177	[(27481,3),(27066,80),(27904,40)]
8	177	[(27481,3),(27066,80),(27904,40)]
9	177	[(27481,3),(27066,80),(27904,40)]
10	177	[(27481,3),(27066,80),(27904,40)]
11	177	[(27481,2),(27066,60),(27904,30)]
12	177	[(27481,2),(27066,60),(27904,30)]
13	177	[(27481,2),(27066,60),(27904,30)]
14	177	[(27481,2),(27066,60),(27904,30)]
15	177	[(27481,2),(27066,60),(27904,30)]
16	177	[(27481,2),(27066,60),(27904,30)]
17	177	[(27481,2),(27066,60),(27904,30)]
18	177	[(27481,2),(27066,60),(27904,30)]
19	177	[(27481,2),(27066,60),(27904,30)]
20	177	[(27481,2),(27066,60),(27904,30)]
1	178	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	178	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	178	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	178	[(27481,3),(27066,80),(27904,40)]
5	178	[(27481,3),(27066,80),(27904,40)]
6	178	[(27481,3),(27066,80),(27904,40)]
7	178	[(27481,3),(27066,80),(27904,40)]
8	178	[(27481,3),(27066,80),(27904,40)]
9	178	[(27481,3),(27066,80),(27904,40)]
10	178	[(27481,3),(27066,80),(27904,40)]
11	178	[(27481,2),(27066,60),(27904,30)]
12	178	[(27481,2),(27066,60),(27904,30)]
13	178	[(27481,2),(27066,60),(27904,30)]
14	178	[(27481,2),(27066,60),(27904,30)]
15	178	[(27481,2),(27066,60),(27904,30)]
16	178	[(27481,2),(27066,60),(27904,30)]
17	178	[(27481,2),(27066,60),(27904,30)]
18	178	[(27481,2),(27066,60),(27904,30)]
19	178	[(27481,2),(27066,60),(27904,30)]
20	178	[(27481,2),(27066,60),(27904,30)]
1	179	[(27481,5),(27482,1),(27066,200),(27904,100)]
2	179	[(27481,4),(27482,1),(27066,150),(27904,75)]
3	179	[(27481,3),(27482,1),(27066,100),(27904,50)]
4	179	[(27481,3),(27066,80),(27904,40)]
5	179	[(27481,3),(27066,80),(27904,40)]
6	179	[(27481,3),(27066,80),(27904,40)]
7	179	[(27481,3),(27066,80),(27904,40)]
8	179	[(27481,3),(27066,80),(27904,40)]
9	179	[(27481,3),(27066,80),(27904,40)]
10	179	[(27481,3),(27066,80),(27904,40)]
11	179	[(27481,2),(27066,60),(27904,30)]
12	179	[(27481,2),(27066,60),(27904,30)]
13	179	[(27481,2),(27066,60),(27904,30)]
14	179	[(27481,2),(27066,60),(27904,30)]
15	179	[(27481,2),(27066,60),(27904,30)]
16	179	[(27481,2),(27066,60),(27904,30)]
17	179	[(27481,2),(27066,60),(27904,30)]
18	179	[(27481,2),(27066,60),(27904,30)]
19	179	[(27481,2),(27066,60),(27904,30)]
20	179	[(27481,2),(27066,60),(27904,30)]
