module_variable_name	source_text	target_text	need_translate	
Common.Other.GlobalPrompt.PartyAuctionSuccess	#C(#E87D22)【跨服派对】#n#C(#00EE00)%s#n与#C(#00EE00)%s#n在跨服派对中以最高竞价打败各路富豪，获得今日跨服派对资格，即将在19:30举行一场盛大的#C(#00EE00)跨服派对#n，豪宴喜糖多多，大家务必记得准时前往！	#C(#E87D22)[Cross-server Party]: #n#C(#00EE00)%s#n and #C(#00EE00)%s#n are qualified to hold today's Cross-server Party with the highest Bid. The #C(#00EE00)Party#n will be held at 19:30. Be on time to get generous Wedding Candies!	0	
Common.Other.GlobalPrompt.PartyAuctionSuccessContent	您与您的伴侣在跨服派对中以最高竞价打败各路富豪，获得今日跨服派对资格，请您与您的伴侣19:30-19:50准时出席跨服派对，炫出你的豪富派对吧！	You and your partner have won the right to hold today's Cross-server Party with the highest Bid. Be there between 19:30-19:50 and make sure to have a great Party!	0	
Common.Other.GlobalPrompt.PartyAuctionSuccessTitle	跨服竞价成功	Successfully bid in Cross-server	0	
Common.Other.GlobalPrompt.PartyBeginKuafu	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n与玩家#C(#00EE00)%s#n举行了一场#C(#00EE00)%s#n,大家快去点击新人送上祝福吧！#C(#00ff00)#U#A(#K(ENTER_KFPARTY_SCENE,%s,%s))立即前往！#n#n#n	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n are holding a #C(#00EE00)%s#n. Let's give them our good wishes! #C(#00ff00)#U#A(#K(ENTER_KFPARTY_SCENE,%s,%s)) I want to join #n#n#n	0	
Common.Other.GlobalPrompt.PartyBeginNormal	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n与玩家#C(#00EE00)%s#n举行了一场#C(#00EE00)%s#n,大家快去点击新人送上祝福吧！#C(#00ff00)#U#A(#K(ENTER_PARTY_SCENE,%s,%s))立即前往！#n#n#n	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n are holding a #C(#00EE00)%s#n. Let's give them our good wishes! #C(#00ff00)#U#A(#K(ENTER_PARTY_SCENE,%s,%s)) I want to join #n#n#n	0	
Common.Other.GlobalPrompt.PartyBless	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n一掷千金，送给新人#C(#00EE00)%s#n和#C(#00EE00)%s#n#C(#E87D22)%s#n	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n gave the newlyweds #C(#00EE00)%s#n and #C(#00EE00)%s#n#C(#E87D22)%s. How generous! #n	0	
Common.Other.GlobalPrompt.PartyBless_1	普通祝福	Normal Wish	0	
Common.Other.GlobalPrompt.PartyBless_2	豪华祝福	Lucky Wish	0	
Common.Other.GlobalPrompt.PartyBless_Content	#C(#00EE00)%s#n祝福了你们	#C(#00EE00)%s#n has sent their best wishes.	0	
Common.Other.GlobalPrompt.PartyBless_Content_2	#C(#00EE00)%s#n祝福了您们并送上%s，但是由于今日可领取的祝福奖励已达上限，无法获得祝福礼盒。	#C(#00EE00)%s#n has blessed you and your partner and sent you %s. But as you can’t claim anymore Blessing rewards today, you can't get the Blessing Gift Box.	0	
Common.Other.GlobalPrompt.PartyBless_Sender	系统	System	0	
Common.Other.GlobalPrompt.PartyBless_Title	【系统】结婚派对	【System】Wedding Reception	0	
Common.Other.GlobalPrompt.PartyCandy	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n和ta的伴侣#C(#00EE00)%s#n果真是一方土豪，给参与派对的所有玩家发放了#C(#00EE00)%s#n！	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and their Partner #C(#00EE00)%s#n gave #C(#00EE00)%s to all of their guests. How generous! #n!	0	
Common.Other.GlobalPrompt.PartyCandy_1	高档喜糖	Small Wedding Candy	0	
Common.Other.GlobalPrompt.PartyCandy_2	豪华喜糖	Medium Wedding Candy	0	
Common.Other.GlobalPrompt.PartyCandy_3	跨服喜糖	Cross-Server Wedding Candy	0	
Common.Other.GlobalPrompt.PartyCandy_Content	#C(#00EE00)%s#n和ta的伴侣#C(#00EE00)%s#n发放的派对喜糖奖励请查收。	Please check the Wedding Candies given by #C(#00EE00)%s#n and their Partner #C(#00EE00)%s.#n	0	
Common.Other.GlobalPrompt.PartyCandy_Sender	系统	System	0	
Common.Other.GlobalPrompt.PartyCandy_Title	【系统】结婚派对	【System】Wedding Reception	0	
Common.Other.GlobalPrompt.PartyEnd	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n与#C(#00EE00)%s#n的#C(#00EE00)%s#n派对已结束，感谢大家的参与	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n#C(#00EE00)%s#n's Wedding has ended. Thanks for participating.	0	
Common.Other.GlobalPrompt.PartyFireworks	#C(#00FF00)%s#n在全场为#C(#00FF00)两位新人#n点燃激情四射的烟花，祝愿他们#C(#00FF00)天荒地老永远幸福#n，喜庆度增加#C(#00FF00)499#n，真是土豪中的浪漫天使啊！！	#C(#00FF00)%s#n has set fireworks for #C(#00FF00)the new couple#n and wishes their #C(#00FF00)love lasts forever#n. Joy increased by #C(#00FF00)499#n.	0	
Common.Other.GlobalPrompt.PartyFlower	#C(#00FF00)%s#n在全场为#C(#00FF00)两位新人#n抛洒花瓣，祝福他们永结同心，喜庆度增加#C(#00FF00)39#n，真是一方土豪啊！	#C(#00FF00)%s#n has tossed flower petals for #C(#00FF00)the new couple#n and wishes they love each other forever. Joy increased by #C(#00FF00)39#n.	0	
Common.Other.GlobalPrompt.PartyGrade_1	高档派对	Small Wedding Reception	0	
Common.Other.GlobalPrompt.PartyGrade_2	豪华派对	Mid Wedding Reception	0	
Common.Other.GlobalPrompt.PartyGrade_3	跨服派对	Cross-server Wedding Reception	0	
Common.Other.GlobalPrompt.PartyHappyContent	由于您在跨服派对中漏领取喜庆度达到10000的新人礼盒，我们特专机为您送上礼盒，祝您和您的爱人永远幸福！	As you haven't received the 10,000 Newlyweds Gift Pack in the Cross-server Party, we are sending it to you now. Wish you and your lover will be happy forever!	0	
Common.Other.GlobalPrompt.PartyHappyReward	礼盒领取成功，请回本服在背包查看	Gift Pack Claimed! Please check it in your Bag.	0	
Common.Other.GlobalPrompt.PartyHappySender	系统	System	0	
Common.Other.GlobalPrompt.PartyHappyTitle	跨服派对新人礼盒补领	Claim the Newlyweds Gift Pack for the Cross-server Reception	0	
Common.Other.GlobalPrompt.PartyHostFireworks	#C(#00FF00)%s#n在全场为#C(#00FF00)心爱的伴侣#n点燃激情四射的烟花，献上#C(#00FF00)我要我爱人的永远幸福#n的甜蜜爱语，喜庆度增加#C(#00FF00)499#n，让我们祝他们永远相爱！	#C(#00FF00)%s#n has set fireworks for #C(#00FF00)their beloved partner#n. #C(#00FF00) “For our happiness." appears written in the sky#n. The Joy has increased by #C(#00FF00)499#n. Let's all make a wish for them!	0	
Common.Other.GlobalPrompt.PartyHostFlower	#C(#00FF00)%s#n在全场为#C(#00FF00)心爱的伴侣#n抛洒花瓣，表达永恒不变的爱意，喜庆度增加#C(#00FF00)39#n，让我们为他们欢呼吧！	#C(#00FF00)%s#n has tossed flower petals for #C(#00FF00)their beloved partner#n and expressed their forever-lasting love. The Joy has increased by #C(#00FF00)39#n. Let's celebrate!	0	
Common.Other.GlobalPrompt.PartyKuafuFull	本次跨服派对参与人数已达上限	The Cross-server Party is full.	0	
Common.Other.GlobalPrompt.PartyKuafuInviteSuccess	您已经向所有服务器发送了跨服派对邀请，宾客即将前来庆祝	You have sent Cross-server Party invitations to players from all servers. They will come to celebrate with you.	0	
Common.Other.GlobalPrompt.PartyNotBegin	派对暂未开启	The party is closed now.	0	
Common.Other.GlobalPrompt.PartyNotOnLine	邀请的伴侣不在线	Your Partner is offline.	0	
Common.Other.GlobalPrompt.PartyOneMinuteTips	#C(#E87D22)【结婚派对】#n#C(#00EE00)%s#n和#C(#00EE00)%s#n派对1分钟后结束，请大家尽情庆祝	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n's party will end in 1 minute. Enjoy the rest of your time.	0	
Common.Other.GlobalPrompt.PartyWorldInvite_Kuafu	#C(#E87D22)【结婚派对】#n玩家#C(#00EE00)%s#n与玩家#C(#00EE00)%s#n举行了一场#C(#00EE00)%s#n，大家快去送上祝福吧！#C(#00ff00)#U#A(#K(ENTER_KFPARTY_SCENE,%s,%s))立即前往#n#n#n	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n are holding a #C(#00EE00)%s#n.Let's send them our best wishes! #C(#00ff00)#U#A(#K(ENTER_KFPARTY_SCENE,%s,%s)) I want to join #n#n#n	0	
Common.Other.GlobalPrompt.PartyWorldInvite_Logic	#C(#E87D22)【结婚派对】#n玩家#C(#00EE00)%s#n与玩家#C(#00EE00)%s#n举行了一场#C(#00EE00)%s#n，大家快去送上祝福吧！#C(#00ff00)#U#A(#K(ENTER_PARTY_SCENE,%s,%s))立即前往#n#n#n	#C(#E87D22)【Wedding Reception】#n#C(#00EE00)%s#n and #C(#00EE00)%s#n are holding a #C(#00EE00)%s#n.Let's send them our best wishes! #C(#00ff00)#U#A(#K(ENTER_PARTY_SCENE,%s,%s)) I want to join #n#n#n	0	
Common.Other.GlobalPrompt.PassionConsumeRank_KuaFu_Content	您在%s-%s-%s的跨服消费排名中位于第%s名，请领取奖励。	In %s-%s-%s's Cross-server Consumption Rankings, you reached position %s. Claim your rewards.	0	
Common.Other.GlobalPrompt.PassionConsumeRank_KuaFu_Sender	系统	System	0	
Common.Other.GlobalPrompt.PassionConsumeRank_KuaFu_Title	跨服消费排名奖励	Cross-server Consumption Ranking Reward	0	
Common.Other.GlobalPrompt.PassionConsumeRank_Local_Content	您在%s-%s-%s的本服消费排名中位于第%s名，请领取奖励。	In %s-%s-%s's Server Consumption Rankings, you reached position %s. Claim your rewards.	0	
Common.Other.GlobalPrompt.PassionConsumeRank_Local_Sender	系统	System	0	
Common.Other.GlobalPrompt.PassionConsumeRank_Local_Title	本服消费排名奖励	Server’s Consumption Ranking Rewards	0	
Common.Other.GlobalPrompt.PassionConsumeRank_Tips_Head	成功领取奖励，获得：#H	Claimed successfully! You received: #H	0	
Common.Other.GlobalPrompt.PassionDiscount_DonateTips_Head	赠送成功	Sent.	0	
Common.Other.GlobalPrompt.PassionDiscount_Mail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	You've received #C(#00EE00)%s#n's gift: #Z(%s,%s)	0	
Common.Other.GlobalPrompt.PassionDiscount_Mail_Sender	系统	System	0	
Common.Other.GlobalPrompt.PassionDiscount_Mail_Title	您收到赠送	Gifts	0	
Common.Other.GlobalPrompt.PassionDiscount_Tips_Head	购买成功，获得：	Bought successfully. You received:	0	
Common.Other.GlobalPrompt.PassionExchangeFresh	已消耗%s神石，刷新成功！	You have consumed %s Balens to refresh successfully!	0	
Common.Other.GlobalPrompt.PassionGift_Tips_Head	领取成功，获得：	Successfully claimed! You received:	0	
Common.Other.GlobalPrompt.PassionGodTree	恭喜#C(#00EE00)%s#n在神树探秘时获得了#Z(%s,%s) #C(#00ff00)#U#A(#K(OPEN_PASSION_ACT|13))快去看看#n#n#n	Congratulations!#C(#00EE00)%s#n received #Z(%s,%s) from the Ancient Tree! #C(#00ff00)#U#A(#K(OPEN_PASSION_ACT|13))Join Now#n#n#n	0	
Common.Other.GlobalPrompt.PassionGodTreeExchange	恭喜#C(#00EE00)%s#n在藏宝商店中兑换了#Z(%s,%s) #C(#00ff00)#U#A(#K(OPEN_PASSION_ACT|14))快去看看#n#n#n	Congratulations!#C(#00EE00)%s#n exchanged for #Z(%s,%s) from the Treasury Shop! #C(#00ff00)#U#A(#K(OPEN_PASSION_ACT|13))Join Now#n#n#n	0	
Common.Other.GlobalPrompt.PassionMarket_Tips_Head	购买成功，获得：	Bought successfully. You received:	0	
Common.Other.GlobalPrompt.PassionMarket_Tips_Refresh	刷新成功，消耗%s神石！	Successfully refreshed. You consumed %s Balens!	0	
Common.Other.GlobalPrompt.PassionMultiReward_Tips_Head	领取成功，获得： 	Successfully claimed! You received: 	0	
Common.Other.GlobalPrompt.PassionRechargeRank_KuaFu_Content	您在%s-%s-%s的跨服充值排名中位于第%s名，请领取奖励。	In %s-%s-%s's Cross-server Recharge Rankings, you ranked No. %s. Please claim your rewards.	0	
Common.Other.GlobalPrompt.PassionRechargeRank_KuaFu_Sender	系统	System	0	
Common.Other.GlobalPrompt.PassionRechargeRank_KuaFu_Title	跨服充值排名奖励	Cross-server Recharge Ranking Reward	0	
Common.Other.GlobalPrompt.PassionRechargeRank_Local_Content	您在%s-%s-%s的本服充值排名中位于第%s名，请领取奖励。	In %s-%s-%s's Server Recharge Rankings, you ranked No. %s. Please claim your rewards.	0	
Common.Other.GlobalPrompt.PassionRechargeRank_Local_Sender	系统	System	0	
Common.Other.GlobalPrompt.PassionRechargeRank_Local_Title	本服充值排名奖励	Server's Recharge Ranking Reward	0	
Common.Other.GlobalPrompt.PassionRechargeRank_Tips_Head	成功领取奖励，获得：#H	Successfully claimed! You received: #H	0	
Common.Other.GlobalPrompt.PassionTaoGuanGlobalTell	#C(#00EE00)%s#n运气爆棚，在陶瓷堆中翻出	#C(#00EE00)%s#n smashed Porcelain Vases and received 	0	
Common.Other.GlobalPrompt.PassionTaoGuanOne	轻轻一锤砸碎了一个陶罐，获得了	 smashed a Porcelain Vase and received 	0	
Common.Other.GlobalPrompt.PassionTaoGuanTen	大力一锤将一堆陶罐砸了个粉碎，获得了	 smashed Porcelain Vases and received 	0	
Common.Other.GlobalPrompt.PassionTurntableChangeTips	刷新成功	Refreshed successfully!	0	
Common.Other.GlobalPrompt.PassionTurntableGlobalTell	#C(#00FF00)%s#n在#C(#FF0000)幸运转盘#n中，获得了#Z(%s,%s)奖励	#C(#00FF00)%s#n has taken part in one of the Anniversary Celebration events - #C(#FF0000)Wheel of Fortune#n and received #Z(%s,%s).	0	
Common.Other.GlobalPrompt.PetFarm_BuyCD_Ok	加速成功	Speed up!	0	
Common.Other.GlobalPrompt.PetFarm_LuckRole	#C(#00FF00)%s#n在宠物灵树鸿运当头，幸运收获#Z(%s,%s)	#C(#00FF00)%s#n got really lucky and received #Z(%s,%s) in Ancestors Tree.	0	
Common.Other.GlobalPrompt.PetLuckFarmBroadcast_1	#C(#E87D22)【宠物福田】#n#C(#00EE00)%s#n在宠物福田采集过程中好运爆棚，挖到了	#C(#E87D22)【Pet Field】Lucky #n#C(#00EE00)%s#n received	0	
Common.Other.GlobalPrompt.PetLuckFarmBroadcast_2	实在是太令人羡慕了！	Amazing!	0	
Common.Other.GlobalPrompt.PetLuckyFarmTips	恭喜获得：	Congratulations! You received:	0	
Common.Other.GlobalPrompt.PointChangeTip_special	#C(#E87D22)【双十一狂欢】#n玩家#C(#00FF00)%s#n在在返利兑不停活动中兑换了#Z(%s,%s)	no need to translate	0	
Common.Other.GlobalPrompt.Purgatory_Fuhuo_Success	复活成功	Revived!	0	
Common.Other.GlobalPrompt.Purgatory_Revive_Success	领取成功：#H	Claimed: #H	0	
Common.Other.GlobalPrompt.QMLL_MSG_Precious	幸运连连，挡也挡不住，恭喜玩家#C(#00FF00)%s#n在幸运轮盘中获得#Z(%s,%s)，#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5))我也要抽奖#n#n#n	So lucky! Congratulations #C(#00FF00)%s#n on receiving #Z(%s,%s) on the Golden Wheel. #U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5)) I want to spin the Wheel too#n#n#n	0	
Common.Other.GlobalPrompt.QMLL_Tips_Head	恭喜您，获得：#H	Congratulations! You received: #H	0	
Common.Other.GlobalPrompt.QMO_MSG_Precious	清明时节郊游踏青，恭喜玩家#C(#00FF00)%s#n在踏青游玩时幸运地获得：#Z(%s,%s),#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|4))我也要踏青#n#n#n	no need to translate	0	
Common.Other.GlobalPrompt.QMO_Tips_Head	恭喜您，获得：#H	Congratulations! You received: #H	0	
Common.Other.GlobalPrompt.QMO_Tips_LuckyKey	翻开全部卡牌，额外获得：#Z(%s,%s)#H	Draw all the cards to get extra: #Z(%s,%s)#H	0	
Common.Other.GlobalPrompt.QMO_Tips_UnlockRewardHead	领取成功，获得：#H	Claimed! You received: #H	0	
Common.Other.GlobalPrompt.QQHZGift_Tips_Reward_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.QQHZGift_Tips_Reward_Master	#C(#FFFF00)白羊圣骑#C(#E87D22)	#C(#FFFF00)Aries Knight#C(#E87D22)	0	
Common.Other.GlobalPrompt.QQHZRoll_Tips_Crystal	黄钻水晶 +%s#H	no need to translate	0	
Common.Other.GlobalPrompt.QQHZRoll_Tips_Head	领奖成功，获得：#H	You received: #H	0	
Common.Other.GlobalPrompt.QQHZRoll_Tips_HeadEx	兑换成功，获得：#H	Exchanged successfully You received: #H	0	
Common.Other.GlobalPrompt.QQHall_LotteryRewardMsg_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.QQHall_LotteryRewardMsg_Money	#C(#FFFF00)金币+ %s#n	#C (#FFFF00) Gold + %s#n	0	
Common.Other.GlobalPrompt.QQLZBXKaiQi	开启成功，	Opened!	0	
Common.Other.GlobalPrompt.QQLZBXTianMa	领取成功，	Claimed successfully!	0	
Common.Other.GlobalPrompt.QQLZGift_Tips_Reward_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.QQLZGift_Tips_Reward_Master	#C(#FFFF00)白羊圣骑#C(#E87D22)	#C(#FFFF00)Aries Knight#C(#E87D22)	0	
Common.Other.GlobalPrompt.QQLZKaiTongGift_Tips_Ended	活动已结束	The event is over.	0	
Common.Other.GlobalPrompt.QQLZKaiTongGift_Tips_Reward_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.QQLZKaiTongGift_Tips_Reward_Master	#C(#FFFF00)天马流星#C(#E87D22)	#C(#FFFF00)Soaring Mount #C(#E87D22)	0	
Common.Other.GlobalPrompt.QQLZLuxuryGift_Precious_Msg	#C(#00FF00)%s#n在蓝钻豪华六重礼活动中成功领取：#Z(%s,%s)的奖励,真是羡慕妒忌恨啊!	no need to translate	0	
Common.Other.GlobalPrompt.QQLZLuxuryGift_Tips_Head	领取成功，获得：#H	Claimed! You received: #H	0	
Common.Other.GlobalPrompt.QQLZLuxuryRoll_Tips_Crystal	蓝钻水晶 +%s#H	no need to translate	0	
Common.Other.GlobalPrompt.QQLZLuxuryRoll_Tips_Head	领奖成功，获得：#H	You received: #H	0	
Common.Other.GlobalPrompt.QQLZLuxuryRoll_Tips_HeadEx	兑换成功，获得：#H	Exchanged successfully You received: #H	0	
Common.Other.GlobalPrompt.QQLZRoll_Tips_Crystal	蓝钻水晶 +%s#H	no need to translate	0	
Common.Other.GlobalPrompt.QQLZRoll_Tips_Head	领奖成功，获得：#H	You received: #H	0	
Common.Other.GlobalPrompt.QQLZRoll_Tips_HeadEx	兑换成功，获得：#H	Exchanged successfully You received: #H	0	
Common.Other.GlobalPrompt.QQ_APP_ON_PANEL_REWARD_PROMPT	成功将龙骑士传添加到QQ应用面板获得奖励#Z(%s,%s)#H	You've added the Legend Knight to your QQ application panel and got prizes#Z(%s,%s)#H	0	
Common.Other.GlobalPrompt.QandA_Has_Join	您今天已经参与过1次答题，每天只能参与1次。	You have already taken part in the Quiz once. Can’t do it again today.	0	
Common.Other.GlobalPrompt.QandA_Mail_Content	亲爱的玩家：#H    您的背包已满，答题的奖励我们已经通过邮件发送给您了。您可以先整理背包，然后提取附件获得奖励。	Your Bag is full. The rewards from the Quiz have been sent to your mail. Please clear your Bag and claim them before it expires.	0	
