messageId	desc	EnglishTranslate1
slxt021	玩法说明：#H1、使用基础龙骸部件可激活神龙部位#H2、激活神龙部位可获得部件属性，6个部位全部激活后可唤醒神龙#H3、神龙唤醒后获得获得神龙属性、并可点亮已唤醒神龙的龙魂#H4、点亮龙魂需先点亮前置龙魂，并消耗一定龙灵，成功点亮可获得龙魂属性加成#H5、通过聚灵玩法可获得龙灵，聚灵有概率可以暴击获得5倍龙灵#H6、玩家每日聚灵次数和贵族等级有关，提升贵族等级可提高聚灵次数，聚灵次数每日重置#H7、所有神龙属性累加之和在部分玩法中对主角生效	Instructions: #H1. Use Dragon Fragments to create Dragon Parts. #H2. Put the Dragon Parts in the slots to get their Stats. If you activate the 6 Parts, you can Awake the Dragon. #H3. Then you can light the Dragon Orbs using Dragon Spirits to get a Stat Boost. #H4 Join the Spirit Hunt to get more Dragon Spirits, where there is a chance to get x5 Dragon Spirits. #H5 Your VIP level determines how many times you can join the Spirit Hunt. Upgrade your VIP level to get more attempts, they will be reset everyday. #H6. The accumulated Dragon Stats will still be effective in specified events for your character.
slxt022	龙魂已达到最高阶级	The Dragon Orb reached the highest level.
slxt023	已唤醒{0}条神龙#H	You've awoken {0} Dragons #H
slxt024	无唤醒神龙	You haven't awoken any Dragons.
slxt025	尚未觉醒，无法进化	The Dragon is not awake and it can't evolve.
slxt026	进化所需材料不足	Not enough materials for the Evolution.
slxt027	神龙已升至最高品质	The Dragon has been fully upgraded.
slxt028	战斗力:{0}	B.R.: {0}
slxt029	神龙属性:#H	Dragon Stats:#H
slxt030	未获得神龙属性加成	You haven't received the Dragon Stat Boost.
slxtEquipUp01	升阶所需材料不足	Not enough materials for the upgrade!
slxtEquipUp02	请先选择要升阶的龙骸部位	First you have to choose the Dragon Fragments you want to upgrade.
slxtEquipUp03	龙骸升阶需要先唤醒当前神龙	You must awake the Dragon if you want to upgrade it.
slxtEquipUp04	当前部位已达到最大品阶	The highest level has been reached!
slxtlm001	龙脉90级开启	The Dragon Space will be unlocked at Lvl 90.
slxtlm002	等级不足，无法开启龙脉	The level is too low. Dragon Space can't be unlocked.
slxtlm003	等级不足，无法激活该龙脉	The level is too low. Dragon Space can't be activated.
slxtlm004	材料不足，无法激活该龙脉	Not enough materials! Dragon Space can't be activated.
slxtlm005	材料不足，无法进化	Not enough materials for the Evolution!
slxtlm006	进化值	Evolution
slxtlm007	#U#C(#00FF00)#A()龙脉总属性	#U#C(#00FF00)#A() Total Stats of Dragon Space
slxtlm008	1、龙脉一共有9个部位：金脉、木脉、水脉、火脉、土脉、时脉、幻脉、日脉、月脉；#H2、每个部位追加神龙基础属性，部位等级越高，所追加的神龙属性越高；#H3、每个部位有7个品质，龙脉部位品质越高，所追加的神龙属性越高；#H4、激活龙脉部位需要消耗特定的道具；#H5、龙脉等级和品质达到标准可以激活指定技能。	1. Dragon Space include Golden Space, Wood Space, Water Space, Fire Space, Earth Space, Time Space, Magic Space, Sun Space and Moon Space. #H2. In each stage the Stats of the Dragon can be boosted. In high level stages the Stats Boost will be higher. #H3. Each stage includes 7 qualities. The higher the quality of the parts, the higher the Dragon stat boost. #H4. The activation of Dragon Space will consume some items. #H5. You can activate the specified skills when your Dragon Space reaches the required level and quality.
slxtlm009	龙脉属性:#H{0}	Dragon Space Stat: #H{0}
slxtlm010	当前部位等级之和：	Total levels of all Parts:
slxtlm011	今日剩余免费升级次数：{0}/10	Remaining free upgrade chances: {0}/10
slxtlm012	材料不足，无法升级	Not enough materials for the upgrade!
slxtlm013	阶	Stage
smbx1	本次领取需要{0}神石	Claiming the reward will cost you {0} Balens.
smbx2	这个宝箱的领取次数已经用完了，换个宝箱吧	Maximum claiming chances of this Chest reached! Please claim another one.
smbx3	您是否花费#C(#FF0000){0}#n神石领取一次奖励	Are you sure you want to spend #C(#FF0000){0}#n Balens #n to claim the reward?
smbx4	当前宝箱还有奖励可领取，是否确定丢弃该宝箱	There are rewards to be claimed in this Chest. Are you sure you want to discard it?
smbx5	当前是您最后一个宝箱，是否确定丢弃该宝箱	It’s your last Chest. Are you sure you want to discard it?
smsd0	#U#C(#00FF00)#A(#K(CHQS))获取神秘矿石	#U#C(#00FF00)#A(#K(CHQS)) Gather Mystery Crystals.
smsd1	兑换该物品需要{0}神秘矿石，确定兑换？	You need {0} Mystery Crystals for this item. Are you sure you want to exchange?
smsd2	说明：#H1、兑换稀有道具需消耗神秘矿石#H2、神秘矿石可通过使用矮人矿石获得#H3、玩家可兑换的道具与世界等级及个人等级有关	Hints:#H1.You can exchange Mystery Crystals for rare items.#H2.You need Dwarf Ores to obtain Mystery Crystals.#H3.The exchanged item depends on the average of the Top 20 players and the level of the player.
SoundBtnTip1	#C(#ffffff)开启音效#n	#C(#ffffff)Enable Sound Effects#n
SoundBtnTip2	#C(#ffffff)关闭音效#n	#C(#ffffff)Disable Sound Effects#n
specialRightPackage1	25600	25600
sq001	{0}星	{0} Star
sq002	极品	Lvl 11
sq003	随机生成	Randomize
sqcl1	120级开放	Unlocked at lvl 120.
sqcl10	{0}+{1}%{2}	{ 0 } + { 1 }% { 2 }
sqcl11	{0}+{1}%{2} {3}	{0} + {1}% {2} {3}
sqcl12	本级激活需要:	It requires: to activate this Level. 
sqcl13	{0}淬炼等级{1}+{2}淬炼等级{3}	{0} Refinement Level {1} + {2} Refinement Level {3}
sqcl14	6个神器淬炼等级均达到{0}	The 6 Sacred Weapon’s Refinement reached Levels {0} 
sqcl15	下级组合{0}级:	Next Combination {0} Level: 
sqcl16	下级激活需要:	It requires: to activate next Level. 
sqcl17	{0}淬炼等级{1}+{2}淬炼等级{3}	{0} Refinement Level {1} + {2} Refinement Level {3}
sqcl18	6个神器淬炼等级均达到{0}	The 6 Sacred Weapon’s Refinement reached Levels {0}
sqcl19	此组合已满级	The Combination reached the highest level. 
sqcl2	淬炼强化石：{0}	Refinement Enchanting Stone: {0} 
sqcl20	淬炼等级{0}	Refinement Level {0}
sqcl21	当前未激活此组合	Not activated
sqcl3	是否消耗{0}个强化石，提升光环等级。	Are you sure to use {0} Enchanting Stones to upgrade the Halo Level?
sqcl4	强化石不足，无法强化。	Not enough Enchanting Stones.
sqcl5	1.消耗神器淬炼石可提升神器的淬炼等级。#H2.不同部件的神器淬炼至一定等级，可激活相应的淬炼组合。#H3.淬炼等级增加玩家属性，增加的属性类别与神器的部件有关。#H4.淬炼组合#C(#00FF00)百分比加成#n玩家属性。#H5.淬炼与淬炼组合的属性在所有玩法中生效。#H6.神器淬炼石可以在贵族商城购买获得。	1. Consuming Refinement Stones will upgrade your Sacred Weapon’s Refinement Level. #H2. Sacred Weapon’s different components can be refine to a certain level to activate the corresponding Refinement Mix. #H3. Refinement is beneficial to increase Stats and the specific Stat increased is relative to Sacred Weapon’s components. #H4. Refinement Mix #C(#00FF00) Percentage Boost #n Player Stats. #H5. Both Refinement and Refinement Mix’s Stats can be widely used in the game. #H6. Refinement Stones can be brought from Noble Shop.
sqcl6	淬炼等级：{0}	Refinement Level: {0}
sqcl7	材料不足，无法淬炼	Not enough materials for Refinement!
sqcl8	请先放入淬炼的神器	Place the Sacred Weapon.
sqcl9	当前组合{0}级:	Current Refinement Mix {0} Level: 
sqjiarugh	现在申请加入公会需要消耗50魔晶或者神石（{0}小时{1}分后可免费申请）	It will cost you 50 Bound Balens or Balens to join a Guild now. (You can join for free in {0} hour(s) {1} minute(s))
sqsz001	{0}个神造石	{0} Enchanting Stone
sqsz002	神造等级：{0}/{1}级	Enchanting Lvl: Lvl {0}/{1}
sqsz003	当前神造石：{0}个	Current Enchanting Stone: {0}
sqsz004	神造等级：{0}	Enchanting Lvl: {0}
sqsz005	神造石不足	Not enough Enchanting Stones
sqsz006	1、圣器神造需消耗道具神造石。#H2、圣器神造后，可对穿戴该圣器的英雄属性进行百分比加成。#H3、百分比加成对坐骑、神龙、称号属性无效。#H4、出售圣器返还神造石，返还数量与神造等级有关，等级为0时无神造石返还#H5、参与黄金宝箱充值活动可获得神造石	1. You need Enchanting Stones to enchant your Holy Weapon. #H2. The Holy Weapon Enchanting can boost the attributes of the Hero. #H3. The attributes of the Mount, Dragon and Title will be ignored. #H4. Sell another Holy Weapons to obtain Enchanting Stone. The amount of Enchanting Stones that you’ll obtain depends on your Enchanting level. You won’t receive any Enchanting Stones when your Enchanting level is 0. #H5. Join the Gold Gem Chest Recharging Event to win Enchanting Stones.
ssmj001	【神树秘境】{0}邀请你加入TA的队伍	【Ancient Tree】{0} invited you to join their team.
ssmj002	当前活动尚未结束，确定退出吗？	This event hasn’t ended yet. Are you sure you want to quit?
ssmj003	不消耗行动力（对自己生效）	Don’t use attempt(s) (This choice is only for yourself)
ssmj004	默认接受邀请。	Accept Invite by Default.
ssmj005	是否花费#C(#FFFF00){0}#n神石经验增益#C(#FFFF00){1}#n？	Are you sure you want to spend #C(#FFFF00){0}#n Balens to boost EXP reward by #C(#FFFF00){1}#n?
ssmj006	当前第{0}波   (共5波)	Currently Wave {0} (5 in total)
ssmj007	击杀个数：{0}	Kill(s): {0}
ssmj008	本公会	Your Guild
ssmj009	活动剩余时间 ：{0}：{1}	Remaining Event Time: {0}:{1}
ssmj010	现在是守卫神树阶段，无法进行培养	Now it’s time for Ancient Tree Guardian, you can’t cultivate.
ssmj011	今日已经培养过神树	You have cultivated the tree today.
ssmj012	采集中	Collecting
ssmj013	您不是队长，无法进行采集	You aren't the team leader, can't collect.
ssmj014	收益剩余时间：{0}：{1}	Remaining Reward Time: {0}:{1}
ssmj015	浇水人数：{0}	Players who watered: {0}
ssmj016	{0}/{1}	{0}/{1}
ssmj017	神石增益：{0}%	Reward Boost after using Balen: {0}%
ssmj018	增益次数已经满	Boost limit reached!
ssmj019	#C(#00FF00)【神树秘境】#n#H神树秘境活动分为：【神树培养】和【守卫神树】#H#H#C(#00FF00)【神树培养】#n#H1、活动开启后，场景内每隔15秒会获得一次经验奖励。#H2、进入场景后，可对神树进行培养。每人每天只能培养一次。#H3、每培养一次，神树经验值+1。经验值达到升级标准时，神树升级。	#C(#00FF00)【Ancient Tree】#n#H The Ancient Tree Event has two parts:【Tree Cultivation】 and 【Ancient Tree Guardian】.#H#H#C(#00FF00)【Ancient Tree 】#n#H1. The players who join it will receive EXP every 15 seconds. #H2. You can cultivate the Ancient Tree only once per day.#H3. The Ancient Tree will obtain one EXP after each cultivation. When the maximum EXP has been reached, it will level up.
ssmj020	#H4、活动场景内获取的经验值与玩家等级和神树等级有关。#H5、活动开启后，每隔3分钟场景内会随机出现一批采集怪，采集后可获得奖励。#H#H	#H4. The EXP you can get from this map depends on your character level and the Ancient Tree level.#H5. When the event is open, a random group of monsters will appear. You can collect them to receive rewards.#H#H
ssmj021	#C(#00FF00)【守卫神树】#n#H1、神树培养结束后，活动场景内每隔3分钟会随机刷出一批白色羊驼大军。#H2、击杀白色羊驼大军可获得白色羊驼碎片奖励。	#C(#00FF00)【Ancient Tree Guardian】#n#H1. When Tree Cultivation is over, a random flock of white alpacas will appear in the map every three minutes. #H2. Defeat the alpacas and you will receive White Alpaca Shard.
ssmj022	#H3、活动结束时，若场景内还存在白色羊驼大军，则每存在一只白色羊驼就会扣取1点神树经验值。	#H3. If there are still white alpacas left when the event is over, Ancient Tree EXP will be deducted according to the number of alpacas left.
sstm1	您将使用{0}#C(#FF0000)充值神石#n+{1}个神树精华探索神树{2}次	You are going to use {0}#C(#FF0000) Recharge Balens #n +{1} Sacred Tree Essence to explore Sacred Tree twice.
sstm2	#C(#ffffff)#C(#00ff00){0}#n获得了#C({3}){1}*{2}#n#n	#C(#ffffff)#C(#00ff00){0}#n received #C({3}){1}x{2}#n#n
sstm3	规则说明：#H1、使用充值神石或神树精华可进行神树探秘获得极品珍稀道具和限时兑换道具#C(#00FF00)华表徽章#n。#H2、使用华表徽章可在神树兑换里兑换各种不同的道具。	(Empty)
sstm4	规则说明：#H1、使用华表徽章可在神树兑换里兑换各种不同的道具。#H2、神树探秘中可获得限时兑换道具华表徽章。	(Empty)
sstm5	华表徽章	(Empty)
sstm6	陶瓷碎片不足	Not enough Porcelain Shards
sstm7	#C(#ffffff)#C(#00ff00){0}#n兑换了#C({3}){1}*{2}#n#n	#C(#ffffff)#C(#00ff00){0}#n has exchanged #C({3}){1} x {2}#n#n. 
ssy001	今日专题:{0}	Hot Topic Today: {0} 
ssy002	团购人数≥{0}	Group Purchasers≥ { 0 }
ssy2015dlyl01	1.活动期间每日登录即可领取第一档奖励，当日累计充值200神石和800神石可分别领取后两档奖励。#H2.每日的奖励均有不同。#H3.奖励每天0时重置。	Log in the Game to receive Level 1 Rewards. When you recharge 200 Balens you will get Lvl 2 Rewards, and when you recharge 800 Balens you will get Lvl 3 Rewards during the Event. The recharges are counted as total daily. #H 2. Rewards different from day to day. #H3. Rewards are reset at 00:00 daily. 
ssy2015fldbt01	1.活动期间，每充值10神石可获得1点充值积分。#H2.玩家可以使用充值积分兑换各种珍稀道具。#H3.充值积分每日24时清零。#H4.商品每日0时刷新。	1. During the Event, players can receive 1 Recharge Points per 10 Balens’s Recharge. #H 2. Players can exchange Recharge Points for various rare Items. #H 3. Recharge Points will be reset at 24:00 every day. #H 4.The Shop is reset at 00:00 every day.
ssy2015fldbt02	#C(#ffffff)#C(#00FF00){0}#n获得了#C({1}){2}{3}#n	#C(#ffffff)#C(#00FF00){0}#n received #C({1}){2}{3}#n
